closure_fraction,demand_multiplier,distance_beta_per_km,method,metric,mean,sd,ci95_low,ci95_high,n
0.1,4.0,2.0,no_choice,max_capacity_utilization,0.969222556176582,0.1507780659090956,0.9088987662826828,1.0295463460704812,24
0.2,1.0,0.5,coordinated,served_fraction,1.0,0.0,1.0,1.0,24
0.2,1.0,0.5,coordinated,rerouted_fraction,0.4416855550987296,0.22373922418056608,0.35217122243293103,0.5311998877645282,24
0.2,1.0,0.5,coordinated,energy_weighted_extra_distance_km,0.504443980728465,0.3471901716211193,0.36553898257889134,0.6433489788780387,24
0.2,1.0,0.5,coordinated,max_capacity_utilization,0.9191710644901012,0.21044243710517313,0.83497655460465,1.0033655743755525,24
0.2,1.0,0.5,logit,served_fraction,1.0,5.176441543410314e-17,1.0,1.0,24
0.2,1.0,0.5,logit,rerouted_fraction,0.6877020878879413,0.15065563727288755,0.6274272796498491,0.7479768961260335,24
0.2,1.0,0.5,logit,energy_weighted_extra_distance_km,1.487481859677995,0.4416674282606375,1.3107780865878385,1.6641856327681517,24
0.2,1.0,0.5,logit,max_capacity_utilization,0.8079990683933359,0.28741980261431554,0.6930071981918358,0.922990938594836,24
0.2,1.0,0.5,nearest,served_fraction,1.0,0.0,1.0,1.0,24
