hour_index,timestamp_local,station_index,station_id,traffic_multiplier,power_threat,communication_threat,arrival_rate_pps,backup_duration_s,nominal_service_rate_pps,degraded_service_rate_pps,effective_service_rate_pps,utilization,erasure_probability,algebraic_support,effective_action_fraction,generated_packets,arrival_attempts_including_retries,delivered_packets,buffer_drops,erasures,control_generated,control_delivered,control_failed,control_delivery_fraction,control_on_time_fraction,control_latency_mean_ms,control_latency_p95_ms,control_latency_p99_ms,attempt_drop_fraction
1282,2018-02-24T03:00,2,B002,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,481,483,481,0,2,28,28,0,1.0,1.0,42.21903877063681,107.46832886688739,156.2600792371258,0.0
1282,2018-02-24T03:00,3,B003,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,469,469,469,0,0,24,24,0,1.0,1.0,33.279322678590944,83.6415736831952,94.9093391936838,0.0
1282,2018-02-24T03:00,4,B004,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,478,481,478,0,3,30,30,0,1.0,1.0,31.31967312039194,111.14696772857468,144.2643267155864,0.0
1282,2018-02-24T03:00,5,B005,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,471,472,471,0,1,21,21,0,1.0,1.0,55.66520214178399,137.73610034043315,186.47356992900944,0.0
1282,2018-02-24T03:00,6,B006,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,484,486,484,0,2,29,29,0,1.0,1.0,24.058638679936966,74.00998894970313,81.38795198572296,0.0
1282,2018-02-24T03:00,7,B007,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,482,483,482,0,1,23,23,0,1.0,1.0,46.50116840744259,126.7669321436635,145.84537476987936,0.0
1282,2018-02-24T03:00,8,B008,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,478,478,478,0,0,21,21,0,1.0,1.0,46.6986456976562,133.66172244209906,194.3215843680577,0.0
1282,2018-02-24T03:00,9,B009,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,499,499,499,0,0,21,21,0,1.0,1.0,29.165971469775112,82.17270699324786,96.11166878710833,0.0
1282,2018-02-24T03:00,10,B010,0.5,0.0,0.0,5.6,60.0,30.0,30.0,30.0,0.18666666666666665,0.002,1.0,1.0,650,652,650,0,2,39,39,0,1.0,1.0,32.341311642970986,109.07453343263288,157.76201561892364,0.0
1282,2018-02-24T03:00,11,B011,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,468,471,468,0,3,29,29,0,1.0,1.0,34.33302828167286,100.1070681310039,179.7917237204223,0.0
1282,2018-02-24T03:00,12,B012,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,502,503,502,0,1,33,33,0,1.0,1.0,34.595569428119454,79.73406095660064,112.2766983686074,0.0
1282,2018-02-24T03:00,13,B013,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,470,473,470,0,3,27,27,0,1.0,1.0,56.89815824154192,142.89340452903755,153.483378681035,0.0
1282,2018-02-24T03:00,14,B014,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,476,477,476,0,1,27,27,0,1.0,1.0,38.59205585100186,81.4364748952073,105.6955234261886,0.0
1282,2018-02-24T03:00,15,B015,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,488,489,488,0,1,25,25,0,1.0,1.0,36.49680599325848,94.97805255551835,137.532422663944,0.0
1282,2018-02-24T03:00,16,B016,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,519,520,519,0,1,24,24,0,1.0,1.0,33.1435031312138,78.77637984794106,97.35265174297382,0.0
1282,2018-02-24T03:00,17,B017,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,497,497,497,0,0,20,20,0,1.0,1.0,27.264643109816447,62.796184222327106,103.08299872071379,0.0
1282,2018-02-24T03:00,18,B018,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,435,435,435,0,0,23,23,0,1.0,1.0,29.65101248317736,61.509429202363464,70.45745871863333,0.0
1282,2018-02-24T03:00,19,B019,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,487,488,487,0,1,21,21,0,1.0,1.0,22.072110328593826,43.95401338732796,49.82419478412937,0.0
1282,2018-02-24T03:00,20,B020,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,478,478,478,0,0,24,24,0,1.0,1.0,30.70696707947292,90.88557249933031,98.30190218979209,0.0
1282,2018-02-24T03:00,21,B021,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,453,453,453,0,0,18,18,0,1.0,1.0,64.96847215395461,179.08415812468044,236.45609442442583,0.0
1282,2018-02-24T03:00,22,B022,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,509,511,509,0,2,20,20,0,1.0,1.0,47.80935568515839,124.5864128174654,125.40536800430874,0.0
1282,2018-02-24T03:00,23,B023,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,482,483,482,0,1,19,19,0,1.0,1.0,55.08990254405405,161.90131572905665,182.62296283084882,0.0
1282,2018-02-24T03:00,24,B024,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,481,481,481,0,0,28,28,0,1.0,1.0,22.363406444921203,52.7562732165773,69.61156772482654,0.0
1282,2018-02-24T03:00,25,B025,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,483,483,483,0,0,17,17,0,1.0,1.0,55.07682190499574,127.8015300720704,149.87149709712264,0.0
1282,2018-02-24T03:00,26,B026,0.5,0.0,0.0,4.0,60.0,30.0,30.0,30.0,0.13333333333333333,0.002,1.0,1.0,485,485,485,0,0,20,20,0,1.0,1.0,23.07524680092399,57.815962012175966,64.05909918602318,0.0
