forecast,condition,group,policy,comparator,n,proposed_mean,reference_mean,difference,ci_low,ci_high,reduction_percent,paired_t_p,wilcoxon_p,holm_paired_t,holm_wilcoxon
weekly,primary,independent,protected_0.001,matched,1024,498.7354008943977,498.81958591141296,-0.08418501701530068,-0.1594778300461994,-0.015757432194774983,0.016876846738381957,0.02338397340326517,0.01673688206335555,1.0,1.0
weekly,primary,independent,protected_0.001,central,1024,498.7354008943977,498.8088794376477,-0.07347854325005226,-0.19124254045869937,0.027842852329957406,0.01473080096988074,0.19130780599720235,0.3215357489229764,1.0,1.0
weekly,primary,independent,observed,matched,1024,499.4963489432621,498.81958591141296,0.676763031849137,0.3394105299586801,1.0934292503256136,-0.13567290679105887,0.00045060590974715134,9.393694112547717e-06,0.04956665007218665,0.0010708811288304397
weekly,primary,independent,observed,central,1024,499.4963489432621,498.8088794376477,0.6874695056143855,0.37354250120982097,1.0876077812517218,-0.13782222689969592,0.0001915626108515033,1.1952095469014065e-07,0.022412825469625884,1.5298682200338004e-05
weekly,matrix_scale_075,published,central,matched,1024,529.5586154809698,526.7508935593177,2.807721921652022,1.9116521280921204,3.7582084054158447,-0.5330265132878874,4.371872375898923e-09,0.0004276724938726947,6.339214945053439e-07,0.04362259437501486
weekly,matrix_scale_075,published,robust,central,1024,526.719588268709,529.5586154809698,-2.839027212260587,-3.6788151570641903,-2.06084940788893,0.5361119863345156,1.7796302924427562e-11,9.984383353455736e-15,2.7762232562107e-09,1.5375950364321833e-12
weekly,matrix_scale_075,published,protected_0.001,matched,1024,526.770610065059,526.7508935593177,0.019716505741393248,-0.41979160855590114,0.4656897113351166,-0.003743041726643595,0.9301653973672226,0.49563190506689725,1.0,1.0
weekly,matrix_scale_075,published,protected_0.001,central,1024,526.770610065059,529.5586154809698,-2.7880054159106287,-3.6447689475216207,-2.010013528743235,0.5264772084537672,4.897965758900736e-11,4.627300949460917e-06,7.542867268707135e-09,0.0005413942110869273
weekly,matrix_scale_075,independent,central,matched,1024,500.25871006229886,498.81958591141296,1.4391241508858434,0.8128845542003826,2.174041801081673,-0.2885059431370087,3.909352993246226e-05,0.0022754338290137542,0.004964878301422707,0.20478904461123787
weekly,matrix_scale_075,independent,robust,central,1024,499.03630856189125,500.25871006229886,-1.222401500407563,-1.9450560045176466,-0.6050747283094582,0.24435386647347596,0.00037066411173264336,0.00010604383583521003,0.041143716402323414,0.011028558926861843
weekly,matrix_scale_075,independent,protected_0.001,matched,1024,498.7965214250941,498.81958591141296,-0.023064486318859927,-0.1132682953946739,0.07212051441322316,0.0046238132924788615,0.6241390135829236,0.7373336434157522,1.0,1.0
